,Car Type,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes
560,SPECIAL PURPOSE VEHICLES 2WD,GMC,Sierra Cab Chassis 2WD,A-10,5.3L,8cyl,15,14,17,"$3,150",2,"['CD', 'SS']"
561,SPECIAL PURPOSE VEHICLES 2WD,MERCEDES-BENZ,GLA250,AM-8,2.0L,4cyl,28,25,34,"$2,200",6,"['PR', 'T', 'MHEV', 'SS']"
562,SPECIAL PURPOSE VEHICLES 2WD,MERCEDES-BENZ,GLB250,AM-8,2.0L,4cyl,28,25,33,"$2,200",6,"['PR', 'T', 'MHEV', 'SS']"
563,SPECIAL PURPOSE VEHICLES 4WD,CADILLAC,XT5 Hearse AWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'CD', 'SS']"
564,SPECIAL PURPOSE VEHICLES 4WD,CADILLAC,XT5 Limo AWD,A-S9,2.0L,4cyl,21,20,23,"$2,900",4,"['PR', 'T', 'CD', 'SS']"
565,SPECIAL PURPOSE VEHICLES 4WD,CHEVROLET,Silverado Cab Chassis 4WD,A-10,5.3L,8cyl,15,14,17,"$3,150",2,"['CD', 'SS']"
566,SPECIAL PURPOSE VEHICLES 4WD,GMC,Sierra Cab Chassis 4WD,A-10,5.3L,8cyl,15,14,17,"$3,150",2,"['CD', 'SS']"
567,MINIVANS 2WD,CHRYSLER,Pacica,A-9,3.6L,6cyl,22,19,28,"$2,150",5,['SS']
568,MINIVANS 2WD,CHRYSLER,Voyager,A-9,3.6L,6cyl,22,19,28,"$2,150",5,['SS']
569,MINIVANS 2WD,HONDA,Odyssey,A-S10,3.5L,6cyl,22,19,28,"$2,150",5,"['CD', 'SS']"
570,MINIVANS 2WD,KIA,Carnival,A-S8,3.5L,6cyl,22,19,26,"$2,150",5,[]
571,MINIVANS 2WD,TOYOTA,Sienna 2WD,AV-S6,2.5L,4cyl,36,36,36,"$1,300",7,"['HEV', 'SS']"
572,MINIVANS 4WD,CHRYSLER,Pacica AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS']
573,MINIVANS 4WD,TOYOTA,Sienna AWD,AV-S6,2.5L,4cyl,35,35,36,"$1,350",7,"['HEV', 'SS']"
574,SMALL SPORT UTILITY VEHICLES 2WD,ACURA,MDX FWD,A-S10,3.5L,6cyl,22,19,26,"$2,800",5,"['P', 'CD', 'SS']"
575,SMALL SPORT UTILITY VEHICLES 2WD,ALFA ROMEO,Stelvio,A-8,2.0L,4cyl,25,22,29,"$2,450",5,"['P', 'T', 'SS']"
576,SMALL SPORT UTILITY VEHICLES 2WD,BMW,X3 sDrive30i,A-S8,2.0L,4cyl,25,23,29,"$2,450",5,"['P', 'T', 'SS']"
577,SMALL SPORT UTILITY VEHICLES 2WD,BUICK,Encore GX FWD,AV,1.2L,3cyl,30,30,31,"$1,600",6,"['T', 'SS']"
578,SMALL SPORT UTILITY VEHICLES 2WD,BUICK,Encore GX FWD,AV,1.3L,3cyl,30,29,31,"$1,600",6,"['T', 'SS']"
579,SMALL SPORT UTILITY VEHICLES 2WD,CADILLAC,XT4 FWD,A-S9,2.0L,4cyl,26,24,29,"$2,350",5,"['PR', 'T', 'CD', 'SS']"
580,SMALL SPORT UTILITY VEHICLES 2WD,CADILLAC,XT5 FWD,A-S9,2.0L,4cyl,24,22,29,"$2,550",5,"['PR', 'T', 'CD', 'SS']"
581,SMALL SPORT UTILITY VEHICLES 2WD,CADILLAC,XT5 FWD,A-S9,3.6L,6cyl,21,19,26,"$2,250",4,"['CD', 'SS']"
582,SMALL SPORT UTILITY VEHICLES 2WD,CADILLAC,XT6 FWD,A-S9,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'CD', 'SS']"
583,SMALL SPORT UTILITY VEHICLES 2WD,CADILLAC,XT6 FWD,A-S9,3.6L,6cyl,21,19,26,"$2,250",4,"['CD', 'SS']"
584,SMALL SPORT UTILITY VEHICLES 2WD,CHEVROLET,Blazer FWD,A-9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'CD', 'SS']"
585,SMALL SPORT UTILITY VEHICLES 2WD,CHEVROLET,Blazer FWD,A-9,3.6L,6cyl,22,19,26,"$2,150",5,"['CD', 'SS']"
586,SMALL SPORT UTILITY VEHICLES 2WD,CHEVROLET,Equinox FWD,A-6,1.5L,4cyl,28,26,31,"$1,700",6,"['T', 'SS']"
587,SMALL SPORT UTILITY VEHICLES 2WD,CHEVROLET,Trailblazer FWD,AV,1.3L,3cyl,31,29,33,"$1,550",6,"['T', 'SS']"
588,SMALL SPORT UTILITY VEHICLES 2WD,FORD,Escape FWD,A-8,1.5L,3cyl,30,27,34,"$1,600",6,"['T', 'SS']"
589,SMALL SPORT UTILITY VEHICLES 2WD,FORD,Escape FWD HEV,AV,2.5L,4cyl,39,42,36,"$1,200",7,"['HEV', 'SS']"
590,SMALL SPORT UTILITY VEHICLES 2WD,GMC,Terrain FWD,A-9,1.5L,4cyl,26,24,29,"$1,850",5,"['T', 'SS']"
591,SMALL SPORT UTILITY VEHICLES 2WD,HONDA,CR-V FWD,AV,1.5L,4cyl,30,28,34,"$1,600",6,"['T', 'SS']"
592,SMALL SPORT UTILITY VEHICLES 2WD,HONDA,CR-V FWD,AV,2.0L,4cyl,40,43,36,"$1,200",7,"['HEV', 'SS']"
593,SMALL SPORT UTILITY VEHICLES 2WD,HONDA,Pilot FWD,A-S10,3.5L,6cyl,22,19,27,"$2,150",5,"['CD', 'SS']"
594,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Kona FWD,A-S8,1.6L,4cyl,28,26,32,"$1,700",6,['T']
595,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Kona FWD,AV-S1,2.0L,4cyl,31,28,35,"$1,550",6,[]
596,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Kona FWD,AV-S1,2.0L,4cyl,31,29,34,"$1,550",6,['SS']
597,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Palisade FWD,A-S8,3.8L,6cyl,22,19,26,"$2,150",5,['SS']
598,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Santa Cruz FWD,A-S8,2.5L,4cyl,23,22,26,"$2,050",5,[]
599,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Santa Fe FWD,AM-S8,2.5L,4cyl,24,20,29,"$2,000",5,"['T', 'SS']"
600,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Santa Fe Hybrid FWD,AM-S6,1.6L,4cyl,36,36,35,"$1,300",7,"['T', 'HEV', 'SS']"
601,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Tucson FWD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,['SS']
602,SMALL SPORT UTILITY VEHICLES 2WD,HYUNDAI,Venue,AV-S1,1.6L,4cyl,31,29,33,"$1,550",6,[]
603,SMALL SPORT UTILITY VEHICLES 2WD,INFINITI,QX50,AV-S8,2.0L,4cyl,26,23,29,"$2,350",5,"['PR', 'T']"
604,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Niro,AM-S6,1.6L,4cyl,49,53,45,$950,8,"['HEV', 'SS']"
605,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Niro FE,AM-S6,1.6L,4cyl,53,53,54,$900,8,"['HEV', 'SS']"
606,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Seltos FWD,AV-S8,2.0L,4cyl,31,28,34,"$1,550",6,['SS']
607,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Sorento FWD,A-S8,2.5L,4cyl,26,23,31,"$1,850",5,['SS']
608,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Sorento FWD,AM-S8,2.5L,4cyl,23,20,29,"$2,050",5,"['T', 'SS']"
609,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Sorento Hybrid FWD,AM-S6,1.6L,4cyl,37,39,35,"$1,300",7,"['T', 'HEV', 'SS']"
610,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Sportage FWD,A-S8,2.5L,4cyl,28,25,33,"$1,700",6,['SS']
611,SMALL SPORT UTILITY VEHICLES 2WD,KIA,Telluride FWD,A-S8,3.8L,6cyl,22,20,26,"$2,150",5,['SS']
612,SMALL SPORT UTILITY VEHICLES 2WD,LEXUS,NX 250,A-S8,2.5L,4cyl,28,26,33,"$1,700",6,['SS']
613,SMALL SPORT UTILITY VEHICLES 2WD,LEXUS,RX 350,A-S8,2.4L,4cyl,25,22,29,"$2,450",5,"['PR', 'T', 'SS']"
614,SMALL SPORT UTILITY VEHICLES 2WD,LINCOLN,Corsair FWD,A-S8,2.0L,4cyl,25,22,30,"$1,900",5,"['T', 'SS']"
615,SMALL SPORT UTILITY VEHICLES 2WD,MERCEDES-BENZ,GLC300,A-9,2.0L,4cyl,29,26,33,"$2,100",6,"['PR', 'T', 'MHEV', 'SS']"
616,SMALL SPORT UTILITY VEHICLES 2WD,MITSUBISHI,Eclipse Cross 2WD,AV-S8,1.5L,4cyl,26,25,28,"$1,850",5,['T']
617,SMALL SPORT UTILITY VEHICLES 2WD,MITSUBISHI,Outlander 2WD,AV-S8,2.5L,4cyl,27,24,31,"$1,750",5,[]
618,SMALL SPORT UTILITY VEHICLES 2WD,MITSUBISHI,Outlander Sport 2WD,AV-S6,2.0L,4cyl,27,24,30,"$1,750",5,[]
619,SMALL SPORT UTILITY VEHICLES 2WD,NISSAN,Pathnder 2WD,A-S9,3.5L,6cyl,23,20,27,"$2,050",5,['SS']
620,SMALL SPORT UTILITY VEHICLES 2WD,NISSAN,Rogue FWD,AV-S8,1.5L,3cyl,33,30,37,"$1,450",6,"['T', 'SS']"
621,SMALL SPORT UTILITY VEHICLES 2WD,NISSAN,Rogue FWD SL/Platinum,AV-S8,1.5L,3cyl,32,29,36,"$1,500",6,"['T', 'SS']"
622,SMALL SPORT UTILITY VEHICLES 2WD,TOYOTA,Corolla Cross,AV-S10,2.0L,4cyl,32,31,33,"$1,500",6,['SS']
623,SMALL SPORT UTILITY VEHICLES 2WD,TOYOTA,Highlander,A-S8,2.4L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']"
624,SMALL SPORT UTILITY VEHICLES 2WD,TOYOTA,Highlander,A-S8,2.4L,4cyl,24,21,28,"$2,000",5,['T']
625,SMALL SPORT UTILITY VEHICLES 2WD,TOYOTA,Highlander Hybrid,AV-S6,2.5L,4cyl,36,36,35,"$1,300",7,"['HEV', 'SS']"
626,SMALL SPORT UTILITY VEHICLES 2WD,TOYOTA,RAV4,A-S8,2.5L,4cyl,30,27,35,"$1,600",6,['SS']
627,SMALL SPORT UTILITY VEHICLES 2WD,VOLKSWAGEN,Atlas,A-S8,2.0L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']"
628,SMALL SPORT UTILITY VEHICLES 2WD,VOLKSWAGEN,Atlas Cross Sport,A-S8,2.0L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']"
629,SMALL SPORT UTILITY VEHICLES 2WD,VOLKSWAGEN,Taos,A-S8,1.5L,4cyl,31,28,36,"$1,550",6,"['T', 'SS']"
630,SMALL SPORT UTILITY VEHICLES 2WD,VOLKSWAGEN,Tiguan,A-S8,2.0L,4cyl,26,23,30,"$1,850",5,"['T', 'SS']"
631,SMALL SPORT UTILITY VEHICLES 2WD,VOLKSWAGEN,Tiguan S,A-S8,2.0L,4cyl,27,24,31,"$1,750",5,"['T', 'SS']"
632,SMALL SPORT UTILITY VEHICLES 4WD,ACURA,MDX AWD,A-S10,3.5L,6cyl,21,19,25,"$2,900",4,"['P', 'CD', 'SS']"
633,SMALL SPORT UTILITY VEHICLES 4WD,ACURA,RDX AWD,A-S10,2.0L,4cyl,23,21,27,"$2,650",5,"['P', 'T', 'SS']"
634,SMALL SPORT UTILITY VEHICLES 4WD,ACURA,RDX AWD A-SPEC,A-S10,2.0L,4cyl,23,21,26,"$2,650",5,"['P', 'T', 'SS']"
635,SMALL SPORT UTILITY VEHICLES 4WD,ALFA ROMEO,Stelvio AWD,A-8,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']"
636,SMALL SPORT UTILITY VEHICLES 4WD,ALFA ROMEO,Stelvio AWD,A-8,2.9L,6cyl,19,17,23,"$3,200",4,"['P', 'T', 'CD', 'SS']"
637,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,Q3 quattro,A-S8,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'SS']"
638,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,Q3 S line quattro,A-S8,2.0L,4cyl,23,20,28,"$2,050",5,"['T', 'SS']"
639,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,Q5 quattro,AM-S7,2.0L,4cyl,26,23,29,"$2,350",5,"['P', 'T', 'MHEV', 'SS']"
640,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,Q5 S line quattro,AM-S7,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'MHEV', 'SS']"
641,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,Q5 Sportback S line quattro,AM-S7,2.0L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'MHEV', 'SS']"
642,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,SQ5,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']"
643,SMALL SPORT UTILITY VEHICLES 4WD,AUDI,SQ5 Sportback,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'SS']"
644,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X1 M35i,AM-S7,2.0L,4cyl,26,23,31,"$2,350",5,"['P', 'T', 'SS']"
645,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X1 xDrive28i,AM-S7,2.0L,4cyl,28,25,34,"$2,200",6,"['P', 'T', 'SS']"
646,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X2 M35i,AM-S7,2.0L,4cyl,26,23,32,"$2,350",5,"['P', 'T', 'SS']"
647,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X2 xDrive28i,AM-S7,2.0L,4cyl,28,24,33,"$2,200",6,"['P', 'T', 'SS']"
648,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X3 M,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']"
649,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X3 M Competition,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']"
650,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X3 M40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']"
651,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X3 xDrive30i,A-S8,2.0L,4cyl,24,21,28,"$2,550",5,"['P', 'T', 'SS']"
652,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X4 M,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']"
653,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X4 M Competition,A-S8,3.0L,6cyl,17,15,20,"$3,600",3,"['P', 'T', 'SS']"
654,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X4 M40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']"
655,SMALL SPORT UTILITY VEHICLES 4WD,BMW,X4 xDrive30i,A-S8,2.0L,4cyl,24,21,28,"$2,550",5,"['P', 'T', 'SS']"
656,SMALL SPORT UTILITY VEHICLES 4WD,BUICK,Encore GX AWD,A-9,1.3L,3cyl,27,26,28,"$1,750",5,"['T', 'SS']"
657,SMALL SPORT UTILITY VEHICLES 4WD,BUICK,Envision AWD,A-S9,2.0L,4cyl,24,22,28,"$2,000",5,"['T', 'CD', 'SS']"
658,SMALL SPORT UTILITY VEHICLES 4WD,CADILLAC,XT4 AWD,A-S9,2.0L,4cyl,25,23,28,"$2,450",5,"['PR', 'T', 'CD', 'SS']"
659,SMALL SPORT UTILITY VEHICLES 4WD,CADILLAC,XT5 AWD,A-S9,2.0L,4cyl,23,21,27,"$2,650",5,"['PR', 'T', 'CD', 'SS']"
660,SMALL SPORT UTILITY VEHICLES 4WD,CADILLAC,XT5 AWD,A-S9,3.6L,6cyl,21,18,26,"$2,250",4,"['CD', 'SS']"
661,SMALL SPORT UTILITY VEHICLES 4WD,CADILLAC,XT6 AWD,A-S9,2.0L,4cyl,23,21,26,"$2,650",5,"['PR', 'T', 'CD', 'SS']"
662,SMALL SPORT UTILITY VEHICLES 4WD,CADILLAC,XT6 AWD,A-S9,3.6L,6cyl,21,18,25,"$2,250",4,"['CD', 'SS']"
663,SMALL SPORT UTILITY VEHICLES 4WD,CHEVROLET,Blazer AWD,A-9,2.0L,4cyl,24,22,27,"$2,000",5,"['T', 'CD', 'SS']"
664,SMALL SPORT UTILITY VEHICLES 4WD,CHEVROLET,Blazer AWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,"['CD', 'SS']"
665,SMALL SPORT UTILITY VEHICLES 4WD,CHEVROLET,Equinox AWD,A-6,1.5L,4cyl,26,24,30,"$1,850",5,"['T', 'SS']"
666,SMALL SPORT UTILITY VEHICLES 4WD,CHEVROLET,Trailblazer AWD,A-9,1.3L,3cyl,27,26,29,"$1,750",5,"['T', 'SS']"
667,SMALL SPORT UTILITY VEHICLES 4WD,DODGE,Hornet AWD,A-9,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']"
668,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco 4WD,A-S10,2.3L,4cyl,20,20,21,"$2,400",4,"['T', 'PT4', 'SS']"
669,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco 4WD,M-7,2.3L,4cyl,20,20,21,"$2,400",4,"['T', 'PT4', 'SS']"
670,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco 4WD,A-S10,2.7L,6cyl,20,19,21,"$2,400",4,"['T', 'PT4', 'SS']"
671,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Badlands 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']"
672,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Badlands 4WD,A-S10,2.7L,6cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']"
673,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Black Diamond 4WD,A-S10,2.3L,4cyl,18,18,18,"$2,650",4,"['T', 'PT4', 'SS']"
674,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Black Diamond 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']"
675,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Black Diamond 4WD,A-S10,2.7L,6cyl,18,18,18,"$2,650",4,"['T', 'PT4', 'SS']"
676,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Sasquatch 4WD,A-S10,2.3L,4cyl,18,18,17,"$2,650",4,"['T', 'PT4', 'SS']"
677,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Sasquatch 4WD,M-7,2.3L,4cyl,17,16,18,"$2,800",3,"['T', 'PT4', 'SS']"
678,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Sasquatch 4WD,A-S10,2.7L,6cyl,17,17,17,"$2,800",3,"['T', 'PT4', 'SS']"
679,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Sport 4WD,A-8,1.5L,3cyl,26,25,29,"$1,850",5,"['T', 'CD', 'SS']"
680,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Bronco Sport 4WD,A-S8,2.0L,4cyl,23,21,26,"$2,050",5,"['T', 'PT4', 'SS']"
681,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Edge AWD,A-8,2.0L,4cyl,23,21,28,"$2,050",5,"['T', 'SS']"
682,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Edge AWD,A-S8,2.0L,4cyl,23,21,28,"$2,050",5,"['T', 'SS']"
683,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Edge AWD,A-S8,2.7L,6cyl,21,19,25,"$2,250",4,"['T', 'SS']"
684,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Escape AWD,A-8,1.5L,3cyl,28,26,32,"$1,700",6,"['T', 'SS']"
685,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Escape AWD,A-8,2.0L,4cyl,26,23,31,"$1,850",5,"['T', 'SS']"
686,SMALL SPORT UTILITY VEHICLES 4WD,FORD,Escape AWD HEV,AV,2.5L,4cyl,39,42,36,"$1,200",7,"['PT4', 'HEV', 'SS']"
687,SMALL SPORT UTILITY VEHICLES 4WD,GENESIS,GV70 AWD,A-S8,2.5L,4cyl,24,22,28,"$2,550",5,"['P', 'T', 'SS']"
688,SMALL SPORT UTILITY VEHICLES 4WD,GENESIS,GV70 AWD,A-S8,2.5L,4cyl,22,19,26,"$2,800",5,"['P', 'T', '5-Mode', 'SS']"
689,SMALL SPORT UTILITY VEHICLES 4WD,GENESIS,GV70 AWD,A-S8,3.5L,6cyl,20,18,24,"$3,050",4,"['P', 'T', 'SS']"
690,SMALL SPORT UTILITY VEHICLES 4WD,GMC,Terrain AWD,A-9,1.5L,4cyl,25,23,28,"$1,900",5,"['T', 'SS']"
691,SMALL SPORT UTILITY VEHICLES 4WD,HONDA,CR-V AWD,AV,1.5L,4cyl,29,27,32,"$1,650",6,"['T', 'SS']"
692,SMALL SPORT UTILITY VEHICLES 4WD,HONDA,CR-V AWD,AV,2.0L,4cyl,37,40,34,"$1,300",7,"['HEV', 'SS']"
693,SMALL SPORT UTILITY VEHICLES 4WD,HONDA,Passport AWD,A-S9,3.5L,6cyl,21,19,24,"$2,250",4,"['CD', 'SS']"
694,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Kona AWD,A-S8,1.6L,4cyl,26,24,29,"$1,850",5,['T']
695,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Kona AWD,AV-S1,2.0L,4cyl,28,27,29,"$1,700",6,['SS']
696,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Kona AWD,AV-S1,2.0L,4cyl,27,26,29,"$1,750",5,[]
697,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Palisade AWD,A-S8,3.8L,6cyl,21,19,24,"$2,250",4,['SS']
698,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Santa Cruz AWD,A-S8,2.5L,4cyl,23,21,25,"$2,050",5,[]
699,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Santa Cruz AWD,AM-S8,2.5L,4cyl,22,19,27,"$2,150",5,['T']
700,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Santa Fe AWD,AM-S8,2.5L,4cyl,23,20,28,"$2,050",5,"['T', 'SS']"
701,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Santa Fe AWD XRT,AM-S8,2.5L,4cyl,22,19,26,"$2,150",5,"['T', 'SS']"
702,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Santa Fe Hybrid AWD,AM-S6,1.6L,4cyl,34,35,34,"$1,400",7,"['T', 'HEV', 'SS']"
703,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Tucson AWD,A-S8,2.5L,4cyl,25,23,29,"$1,900",5,[]
704,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Tucson Hybrid,AM-S6,1.6L,4cyl,37,37,36,"$1,300",7,"['T', 'HEV', 'SS']"
705,SMALL SPORT UTILITY VEHICLES 4WD,HYUNDAI,Tucson Hybrid Blue,AM-S6,1.6L,4cyl,38,38,38,"$1,250",7,"['T', 'HEV', 'SS']"
706,SMALL SPORT UTILITY VEHICLES 4WD,INFINITI,QX50 AWD,AV-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']"
707,SMALL SPORT UTILITY VEHICLES 4WD,INFINITI,QX55 AWD,AV-S8,2.0L,4cyl,25,22,28,"$2,450",5,"['PR', 'T']"
708,SMALL SPORT UTILITY VEHICLES 4WD,JAGUAR,E-Pace,A-S9,2.0L,4cyl,23,20,26,"$2,650",5,"['P', 'T', 'SS']"
709,SMALL SPORT UTILITY VEHICLES 4WD,JAGUAR,F-Pace,A-S8,2.0L,4cyl,24,22,27,"$2,550",5,"['P', 'T', 'SS']"
710,SMALL SPORT UTILITY VEHICLES 4WD,JAGUAR,F-Pace P400 MHEV,A-S8,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'MHEV', 'SS']"
711,SMALL SPORT UTILITY VEHICLES 4WD,JAGUAR,F-Pace SVR,A-S8,5.0L,8cyl,17,15,21,"$3,600",3,"['P', 'S', 'SS']"
712,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Compass 4WD,A-8,2.0L,4cyl,27,24,32,"$1,750",5,"['T', 'SS']"
713,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 2dr 4WD,A-8,2.0L,4cyl,21,20,23,"$2,250",4,"['T', 'SS']"
714,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 2dr 4WD,A-8,3.6L,6cyl,20,18,24,"$2,400",4,['SS']
715,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 2dr 4WD,M-6,3.6L,6cyl,19,17,23,"$2,500",4,['SS']
716,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 4dr 4WD,A-8,2.0L,4cyl,21,20,22,"$2,250",4,"['T', 'SS']"
717,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 4dr 4WD,A-8,3.6L,6cyl,20,18,23,"$2,400",4,['SS']
718,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 4dr 4WD,M-6,3.6L,6cyl,19,16,22,"$2,500",4,['SS']
719,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler 4dr 4WD,A-8,6.4L,8cyl,14,13,16,"$4,350",2,"['P', 'CD']"
720,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler Rubicon 2dr 4WD,A-8,3.6L,6cyl,18,16,20,"$2,650",4,['SS']
721,SMALL SPORT UTILITY VEHICLES 4WD,JEEP,Wrangler Rubicon 4dr 4WD,A-8,3.6L,6cyl,17,16,19,"$2,800",3,['SS']
722,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Seltos AWD,A-S8,1.6L,4cyl,26,25,27,"$1,850",5,['T']
723,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Seltos AWD,AV-S8,2.0L,4cyl,29,27,31,"$1,650",6,['SS']
724,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sorento AWD,A-S8,2.5L,4cyl,25,23,28,"$1,900",5,['SS']
725,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sorento AWD,AM-S8,2.5L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']"
726,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sorento Hybrid AWD,AM-S6,1.6L,4cyl,34,36,33,"$1,400",7,"['T', 'HEV', 'SS']"
727,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sportage AWD,A-S8,2.5L,4cyl,25,23,26,"$1,900",5,['SS']
728,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sportage Hybrid AWD,AM-S6,1.6L,4cyl,38,38,38,"$1,250",7,"['T', 'HEV', 'SS']"
729,SMALL SPORT UTILITY VEHICLES 4WD,KIA,Sportage Hybrid FWD,AM-S6,1.6L,4cyl,43,42,44,"$1,100",8,"['T', 'HEV', 'SS']"
